Sr_no,movieid,userid,rating,title,genres,tag,sentiment
2521,97230,128,3.5,Side by Side (2012),Documentary,film,good
2522,97230,128,3.5,Side by Side (2012),Documentary,editing,good
2523,97230,128,3.5,Side by Side (2012),Documentary,digital,good
2524,97230,128,3.5,Side by Side (2012),Documentary,cinema,good
2525,97230,128,3.5,Side by Side (2012),Documentary,analog,good
2526,97304,128,3.5,Argo (2012),Drama|Thriller,tense,good
2527,97304,128,3.5,Argo (2012),Drama|Thriller,revolution,good
2528,97304,128,3.5,Argo (2012),Drama|Thriller,Iran,good
2529,97304,128,3.5,Argo (2012),Drama|Thriller,espionage,good
2530,97304,128,3.5,Argo (2012),Drama|Thriller,cia,good
2531,97304,128,3.5,Argo (2012),Drama|Thriller,1980s,good
2532,97304,128,3.5,Argo (2012),Drama|Thriller,1970s,good
2533,97306,128,4,Seven Psychopaths (2012),Comedy|Crime,writers,excellent
2534,97306,128,4,Seven Psychopaths (2012),Comedy|Crime,violent,excellent
2535,97306,128,4,Seven Psychopaths (2012),Comedy|Crime,surprising,excellent
2536,97306,128,4,Seven Psychopaths (2012),Comedy|Crime,serial killer,excellent
2537,97306,128,4,Seven Psychopaths (2012),Comedy|Crime,script,excellent
2538,97306,128,4,Seven Psychopaths (2012),Comedy|Crime,screenwriter,excellent
2539,97306,128,4,Seven Psychopaths (2012),Comedy|Crime,screenplay,excellent
2540,97306,128,4,Seven Psychopaths (2012),Comedy|Crime,quirky,excellent
2541,97306,128,4,Seven Psychopaths (2012),Comedy|Crime,psychopaths,excellent
2542,97306,128,4,Seven Psychopaths (2012),Comedy|Crime,movie business,excellent
2543,97306,128,4,Seven Psychopaths (2012),Comedy|Crime,metafiction,excellent
2544,97306,128,4,Seven Psychopaths (2012),Comedy|Crime,meta,excellent
2545,97306,128,4,Seven Psychopaths (2012),Comedy|Crime,gangsters,excellent
2546,97306,128,4,Seven Psychopaths (2012),Comedy|Crime,clever,excellent
2547,97306,128,4,Seven Psychopaths (2012),Comedy|Crime,cast,excellent
2548,97752,128,4,Cloud Atlas (2012),Drama|Sci-Fi|IMAX,slavery,excellent
2549,97752,128,4,Cloud Atlas (2012),Drama|Sci-Fi|IMAX,rebellion,excellent
2550,97752,128,4,Cloud Atlas (2012),Drama|Sci-Fi|IMAX,multiple storylines,excellent
2551,97752,128,4,Cloud Atlas (2012),Drama|Sci-Fi|IMAX,multiple roles,excellent
2552,97752,128,4,Cloud Atlas (2012),Drama|Sci-Fi|IMAX,interesting,excellent
2553,97752,128,4,Cloud Atlas (2012),Drama|Sci-Fi|IMAX,history,excellent
2554,97752,128,4,Cloud Atlas (2012),Drama|Sci-Fi|IMAX,dystopia,excellent
2555,97752,128,4,Cloud Atlas (2012),Drama|Sci-Fi|IMAX,cast,excellent
2556,97785,128,2,Silent Hill: Revelation 3D (2012),Horror|Mystery|Thriller,the plot makes no sense,one time watch
2557,97785,128,2,Silent Hill: Revelation 3D (2012),Horror|Mystery|Thriller,occult,one time watch
2558,97785,128,2,Silent Hill: Revelation 3D (2012),Horror|Mystery|Thriller,monsters,one time watch
2559,97785,128,2,Silent Hill: Revelation 3D (2012),Horror|Mystery|Thriller,demons,one time watch
2560,97785,128,2,Silent Hill: Revelation 3D (2012),Horror|Mystery|Thriller,cgi,one time watch
2561,97785,128,2,Silent Hill: Revelation 3D (2012),Horror|Mystery|Thriller,based on a video game,one time watch
2562,97785,128,2,Silent Hill: Revelation 3D (2012),Horror|Mystery|Thriller,bad plot,one time watch
2563,97785,128,2,Silent Hill: Revelation 3D (2012),Horror|Mystery|Thriller,bad cgi,one time watch
2564,97785,128,2,Silent Hill: Revelation 3D (2012),Horror|Mystery|Thriller,bad acting,one time watch
2565,97860,128,4,Killing Them Softly (2012),Crime|Drama|Thriller,slow paced,excellent
2566,97860,128,4,Killing Them Softly (2012),Crime|Drama|Thriller,organized crime,excellent
2567,97860,128,4,Killing Them Softly (2012),Crime|Drama|Thriller,hitman,excellent
2568,97860,128,4,Killing Them Softly (2012),Crime|Drama|Thriller,gritty,excellent
2569,97860,128,4,Killing Them Softly (2012),Crime|Drama|Thriller,gambling,excellent
2570,97860,128,4,Killing Them Softly (2012),Crime|Drama|Thriller,crime,excellent
2571,97913,128,4,Wreck-It Ralph (2012),Animation|Comedy,video games,excellent
2572,97913,128,4,Wreck-It Ralph (2012),Animation|Comedy,stolen identity,excellent
2573,97913,128,4,Wreck-It Ralph (2012),Animation|Comedy,retro,excellent
2574,97913,128,4,Wreck-It Ralph (2012),Animation|Comedy,redemption,excellent
2575,97913,128,4,Wreck-It Ralph (2012),Animation|Comedy,nostalgic,excellent
2576,97913,128,4,Wreck-It Ralph (2012),Animation|Comedy,infection,excellent
2577,97913,128,4,Wreck-It Ralph (2012),Animation|Comedy,identity theft,excellent
2578,97913,128,4,Wreck-It Ralph (2012),Animation|Comedy,heroism,excellent
2579,97913,128,4,Wreck-It Ralph (2012),Animation|Comedy,fresh start,excellent
2580,97913,128,4,Wreck-It Ralph (2012),Animation|Comedy,conspiracy,excellent
2581,97913,128,4,Wreck-It Ralph (2012),Animation|Comedy,arcade,excellent
2582,97913,128,4,Wreck-It Ralph (2012),Animation|Comedy,alienation,excellent
2583,97913,128,4,Wreck-It Ralph (2012),Animation|Comedy,alien invasion,excellent
2584,98809,128,3.5,Hobbit: An Unexpected Journey, The (2012),magic,good
2585,98809,128,3.5,Hobbit: An Unexpected Journey, The (2012),fantasy world,good
2586,98809,128,3.5,Hobbit: An Unexpected Journey, The (2012),fantasy,good
2587,98809,128,3.5,Hobbit: An Unexpected Journey, The (2012),exaggerated,good
2588,98809,128,3.5,Hobbit: An Unexpected Journey, The (2012),adventure,good
2589,98961,128,3,Zero Dark Thirty (2012),Action|Drama|Thriller,war,good
2590,98961,128,3,Zero Dark Thirty (2012),Action|Drama|Thriller,torture,good
2591,98961,128,3,Zero Dark Thirty (2012),Action|Drama|Thriller,terrorism,good
2592,98961,128,3,Zero Dark Thirty (2012),Action|Drama|Thriller,politics,good
2593,98961,128,3,Zero Dark Thirty (2012),Action|Drama|Thriller,Pakistan,good
2594,98961,128,3,Zero Dark Thirty (2012),Action|Drama|Thriller,military,good
2595,98961,128,3,Zero Dark Thirty (2012),Action|Drama|Thriller,interrogation,good
2596,98961,128,3,Zero Dark Thirty (2012),Action|Drama|Thriller,CIA,good
2597,98961,128,3,Zero Dark Thirty (2012),Action|Drama|Thriller,assault,good
2598,98961,128,3,Zero Dark Thirty (2012),Action|Drama|Thriller,assassination,good
2599,98961,128,3,Zero Dark Thirty (2012),Action|Drama|Thriller,Afghanistan,good
2600,99007,128,3,Warm Bodies (2013),Comedy|Horror|Romance,zombies,good
2601,99007,128,3,Warm Bodies (2013),Comedy|Horror|Romance,cure,good
2602,99112,128,3.5,Jack Reacher (2012),Action|Crime|Thriller,violent,good
2603,99112,128,3.5,Jack Reacher (2012),Action|Crime|Thriller,sniper,good
2604,99112,128,3.5,Jack Reacher (2012),Action|Crime|Thriller,old school,good
2605,99112,128,3.5,Jack Reacher (2012),Action|Crime|Thriller,lawyer,good
2606,99112,128,3.5,Jack Reacher (2012),Action|Crime|Thriller,investigation,good
2607,99112,128,3.5,Jack Reacher (2012),Action|Crime|Thriller,framed,good
2608,99112,128,3.5,Jack Reacher (2012),Action|Crime|Thriller,crime,good
2609,99112,128,3.5,Jack Reacher (2012),Action|Crime|Thriller,corruption,good
2610,99112,128,3.5,Jack Reacher (2012),Action|Crime|Thriller,conspiracy,good
2611,99112,128,3.5,Jack Reacher (2012),Action|Crime|Thriller,cat-and-mouse,good
2612,99114,128,4.5,Django Unchained (2012),Action|Drama|Western,visually appealing,excellent
2613,99114,128,4.5,Django Unchained (2012),Action|Drama|Western,violent,excellent
2614,99114,128,4.5,Django Unchained (2012),Action|Drama|Western,violence,excellent
2615,99114,128,4.5,Django Unchained (2012),Action|Drama|Western,tense,excellent
2616,99114,128,4.5,Django Unchained (2012),Action|Drama|Western,spaghetti western,excellent
2617,99114,128,4.5,Django Unchained (2012),Action|Drama|Western,soundtrack,excellent
2618,99114,128,4.5,Django Unchained (2012),Action|Drama|Western,slavery,excellent
2619,99114,128,4.5,Django Unchained (2012),Action|Drama|Western,love,excellent
2620,99114,128,4.5,Django Unchained (2012),Action|Drama|Western,ku klux klan,excellent
2621,99114,128,4.5,Django Unchained (2012),Action|Drama|Western,funny,excellent
2622,99114,128,4.5,Django Unchained (2012),Action|Drama|Western,desert,excellent
2623,99114,128,4.5,Django Unchained (2012),Action|Drama|Western,cast,excellent
2624,99114,128,4.5,Django Unchained (2012),Action|Drama|Western,brutal,excellent
2625,99114,128,4.5,Django Unchained (2012),Action|Drama|Western,bounty hunters,excellent
2626,99114,128,4.5,Django Unchained (2012),Action|Drama|Western,19th century,excellent
2627,99437,128,3,John Dies at the End (2012),Comedy|Fantasy|Horror,surreal,good
2628,99437,128,3,John Dies at the End (2012),Comedy|Fantasy|Horror,silly,good
2629,100108,128,2.5,Parker (2013),Crime|Thriller,robbery,one time watch
2630,100108,128,2.5,Parker (2013),Crime|Thriller,revenge,one time watch
2631,100108,128,2.5,Parker (2013),Crime|Thriller,real estate,one time watch
2632,100108,128,2.5,Parker (2013),Crime|Thriller,Palm Beach,one time watch
2633,100108,128,2.5,Parker (2013),Crime|Thriller,murder,one time watch
2634,100108,128,2.5,Parker (2013),Crime|Thriller,heist,one time watch
2635,100108,128,2.5,Parker (2013),Crime|Thriller,Florida,one time watch
2636,100108,128,2.5,Parker (2013),Crime|Thriller,double-cross,one time watch
2637,100326,128,4,Stand Up Guys (2012),Comedy|Crime,revenge,excellent
2638,100326,128,4,Stand Up Guys (2012),Comedy|Crime,reminiscence,excellent
2639,100326,128,4,Stand Up Guys (2012),Comedy|Crime,old age,excellent
2640,100326,128,4,Stand Up Guys (2012),Comedy|Crime,melancholy,excellent
2641,100326,128,4,Stand Up Guys (2012),Comedy|Crime,drugs,excellent
2642,100326,128,4,Stand Up Guys (2012),Comedy|Crime,death,excellent
2643,101864,128,3.5,Oblivion (2013),Action|Adventure|Sci-Fi|IMAX,technology,good
2644,101864,128,3.5,Oblivion (2013),Action|Adventure|Sci-Fi|IMAX,space,good
2645,101864,128,3.5,Oblivion (2013),Action|Adventure|Sci-Fi|IMAX,sci-fi,good
2646,101864,128,3.5,Oblivion (2013),Action|Adventure|Sci-Fi|IMAX,post-apocalyptic,good
2647,101864,128,3.5,Oblivion (2013),Action|Adventure|Sci-Fi|IMAX,memory loss,good
2648,101864,128,3.5,Oblivion (2013),Action|Adventure|Sci-Fi|IMAX,future,good
2649,101864,128,3.5,Oblivion (2013),Action|Adventure|Sci-Fi|IMAX,dystopia,good
2650,101864,128,3.5,Oblivion (2013),Action|Adventure|Sci-Fi|IMAX,drones,good
2651,101864,128,3.5,Oblivion (2013),Action|Adventure|Sci-Fi|IMAX,cloning,good
2652,101864,128,3.5,Oblivion (2013),Action|Adventure|Sci-Fi|IMAX,clones,good
2653,101864,128,3.5,Oblivion (2013),Action|Adventure|Sci-Fi|IMAX,atmospheric,good
2654,101864,128,3.5,Oblivion (2013),Action|Adventure|Sci-Fi|IMAX,alien technology,good
2655,101864,128,3.5,Oblivion (2013),Action|Adventure|Sci-Fi|IMAX,alien invasion,good
2656,102278,128,3,Pawn (2013),Crime|Thriller,robbery,good
2657,102278,128,3,Pawn (2013),Crime|Thriller,hostage,good
2658,102278,128,3,Pawn (2013),Crime|Thriller,evidence,good
2659,102278,128,3,Pawn (2013),Crime|Thriller,diner,good
2660,102278,128,3,Pawn (2013),Crime|Thriller,corruption,good
2661,102278,128,3,Pawn (2013),Crime|Thriller,bad plot,good
2662,102445,128,3,Star Trek Into Darkness (2013),Action|Adventure|Sci-Fi|IMAX,Star Trek,good
2663,102445,128,3,Star Trek Into Darkness (2013),Action|Adventure|Sci-Fi|IMAX,space ship,good
2664,102445,128,3,Star Trek Into Darkness (2013),Action|Adventure|Sci-Fi|IMAX,space,good
2665,102445,128,3,Star Trek Into Darkness (2013),Action|Adventure|Sci-Fi|IMAX,revenge,good
2666,102445,128,3,Star Trek Into Darkness (2013),Action|Adventure|Sci-Fi|IMAX,predictable,good
2667,102445,128,3,Star Trek Into Darkness (2013),Action|Adventure|Sci-Fi|IMAX,future,good
2668,102445,128,3,Star Trek Into Darkness (2013),Action|Adventure|Sci-Fi|IMAX,franchise,good
2669,102445,128,3,Star Trek Into Darkness (2013),Action|Adventure|Sci-Fi|IMAX,aliens,good
2670,102993,128,4,Way, Way Back,vacation,excellent
2671,102993,128,4,Way, Way Back,theme park,excellent
2672,102993,128,4,Way, Way Back,summer vacation,excellent
2673,102993,128,4,Way, Way Back,summer job,excellent
2674,102993,128,4,Way, Way Back,summer,excellent
2675,102993,128,4,Way, Way Back,parenting,excellent
2676,102993,128,4,Way, Way Back,parent-children relationship,excellent
2677,102993,128,4,Way, Way Back,infidelity,excellent
2678,102993,128,4,Way, Way Back,coming of age,excellent
2679,103249,128,3.5,World War Z (2013),Action|Drama|Horror|IMAX,zombies,good
2680,103249,128,3.5,World War Z (2013),Action|Drama|Horror|IMAX,WHO,good
2681,103249,128,3.5,World War Z (2013),Action|Drama|Horror|IMAX,United Nations,good
2682,103249,128,3.5,World War Z (2013),Action|Drama|Horror|IMAX,pandemic,good
2683,103249,128,3.5,World War Z (2013),Action|Drama|Horror|IMAX,infection,good
2684,103253,128,2.5,Elysium (2013),Action|Drama|Sci-Fi|IMAX,space station,one time watch
2685,103253,128,2.5,Elysium (2013),Action|Drama|Sci-Fi|IMAX,slum,one time watch
2686,103253,128,2.5,Elysium (2013),Action|Drama|Sci-Fi|IMAX,shallow characters,one time watch
2687,103253,128,2.5,Elysium (2013),Action|Drama|Sci-Fi|IMAX,satellite,one time watch
2688,103253,128,2.5,Elysium (2013),Action|Drama|Sci-Fi|IMAX,robots,one time watch
2689,103253,128,2.5,Elysium (2013),Action|Drama|Sci-Fi|IMAX,poverty,one time watch
2690,103253,128,2.5,Elysium (2013),Action|Drama|Sci-Fi|IMAX,future,one time watch
2691,103253,128,2.5,Elysium (2013),Action|Drama|Sci-Fi|IMAX,favela,one time watch
2692,103253,128,2.5,Elysium (2013),Action|Drama|Sci-Fi|IMAX,exo-skeleton,one time watch
2693,103253,128,2.5,Elysium (2013),Action|Drama|Sci-Fi|IMAX,cyborgs,one time watch
2694,103253,128,2.5,Elysium (2013),Action|Drama|Sci-Fi|IMAX,bad acting,one time watch
2695,103341,128,3,World's End, The (2013),unpredictable,good
2696,103341,128,3,World's End, The (2013),slow start,good
2697,103341,128,3,World's End, The (2013),reunion,good
2698,103341,128,3,World's End, The (2013),pub crawl,good
2699,103341,128,3,World's End, The (2013),metaphorical,good
2700,103341,128,3,World's End, The (2013),indoctrination,good
2701,103341,128,3,World's End, The (2013),conformity,good
2702,103341,128,3,World's End, The (2013),cloning,good
2703,103341,128,3,World's End, The (2013),aliens,good
2704,103801,128,4,Drinking Buddies (2013),Comedy|Drama|Romance,woman - man friendship,excellent
2705,103801,128,4,Drinking Buddies (2013),Comedy|Drama|Romance,relationships,excellent
2706,103801,128,4,Drinking Buddies (2013),Comedy|Drama|Romance,friendship,excellent
2707,103801,128,4,Drinking Buddies (2013),Comedy|Drama|Romance,flirting,excellent
2708,103801,128,4,Drinking Buddies (2013),Comedy|Drama|Romance,drinking,excellent
2709,103801,128,4,Drinking Buddies (2013),Comedy|Drama|Romance,Chicago,excellent
2710,103801,128,4,Drinking Buddies (2013),Comedy|Drama|Romance,cabin,excellent
2711,103801,128,4,Drinking Buddies (2013),Comedy|Drama|Romance,brewery,excellent
2712,103801,128,4,Drinking Buddies (2013),Comedy|Drama|Romance,beer,excellent
2713,104243,128,2.5,Riddick (2013),Action|Sci-Fi|Thriller|IMAX,survival,one time watch
2714,104243,128,2.5,Riddick (2013),Action|Sci-Fi|Thriller|IMAX,space,one time watch
2715,104243,128,2.5,Riddick (2013),Action|Sci-Fi|Thriller|IMAX,mercenary,one time watch
2716,104243,128,2.5,Riddick (2013),Action|Sci-Fi|Thriller|IMAX,escape,one time watch
2717,104243,128,2.5,Riddick (2013),Action|Sci-Fi|Thriller|IMAX,aliens,one time watch
2718,104323,128,4,Four Horsemen (2012),Documentary,uncomfortable,excellent
2719,104323,128,4,Four Horsemen (2012),Documentary,poverty,excellent
2720,104323,128,4,Four Horsemen (2012),Documentary,neo-capitalism,excellent
2721,104323,128,4,Four Horsemen (2012),Documentary,market economy,excellent
2722,104323,128,4,Four Horsemen (2012),Documentary,lobbyism,excellent
2723,104323,128,4,Four Horsemen (2012),Documentary,history,excellent
2724,104323,128,4,Four Horsemen (2012),Documentary,gloomy,excellent
2725,104323,128,4,Four Horsemen (2012),Documentary,economics,excellent
2726,104323,128,4,Four Horsemen (2012),Documentary,economic depression,excellent
2727,104323,128,4,Four Horsemen (2012),Documentary,economic crisis,excellent
2728,104323,128,4,Four Horsemen (2012),Documentary,corruption,excellent
2729,104323,128,4,Four Horsemen (2012),Documentary,class differences,excellent
2730,104323,128,4,Four Horsemen (2012),Documentary,capitalism,excellent
2731,104841,128,4,Gravity (2013),Action|Sci-Fi|IMAX,zero gravity,excellent
2732,104841,128,4,Gravity (2013),Action|Sci-Fi|IMAX,suspense,excellent
2733,104841,128,4,Gravity (2013),Action|Sci-Fi|IMAX,space,excellent
2734,104841,128,4,Gravity (2013),Action|Sci-Fi|IMAX,science,excellent
2735,104841,128,4,Gravity (2013),Action|Sci-Fi|IMAX,physics,excellent
2736,104841,128,4,Gravity (2013),Action|Sci-Fi|IMAX,intense,excellent
2737,104879,128,3.5,Prisoners (2013),Drama|Mystery|Thriller,torture,good
2738,104879,128,3.5,Prisoners (2013),Drama|Mystery|Thriller,realistic action,good
2739,104879,128,3.5,Prisoners (2013),Drama|Mystery|Thriller,realistic,good
2740,104879,128,3.5,Prisoners (2013),Drama|Mystery|Thriller,morality,good
2741,104879,128,3.5,Prisoners (2013),Drama|Mystery|Thriller,kidnapping,good
2742,104879,128,3.5,Prisoners (2013),Drama|Mystery|Thriller,investigation,good
2743,104879,128,3.5,Prisoners (2013),Drama|Mystery|Thriller,despair,good
2744,106696,128,3,Frozen (2013),Adventure|Animation|Comedy|Fantasy|Musical|Romance,winter,good
2745,106696,128,3,Frozen (2013),Adventure|Animation|Comedy|Fantasy|Musical|Romance,trolls,good
2746,106696,128,3,Frozen (2013),Adventure|Animation|Comedy|Fantasy|Musical|Romance,snow,good
2747,106696,128,3,Frozen (2013),Adventure|Animation|Comedy|Fantasy|Musical|Romance,sisters,good
2748,106696,128,3,Frozen (2013),Adventure|Animation|Comedy|Fantasy|Musical|Romance,royalty,good
2749,106696,128,3,Frozen (2013),Adventure|Animation|Comedy|Fantasy|Musical|Romance,princess,good
2750,106696,128,3,Frozen (2013),Adventure|Animation|Comedy|Fantasy|Musical|Romance,musical,good
2751,106696,128,3,Frozen (2013),Adventure|Animation|Comedy|Fantasy|Musical|Romance,magic,good
2752,106696,128,3,Frozen (2013),Adventure|Animation|Comedy|Fantasy|Musical|Romance,ice,good
2753,106696,128,3,Frozen (2013),Adventure|Animation|Comedy|Fantasy|Musical|Romance,Disney,good
2754,106696,128,3,Frozen (2013),Adventure|Animation|Comedy|Fantasy|Musical|Romance,animation,good
2755,107348,128,3.5,Anchorman 2: The Legend Continues (2013),Comedy,tv channel,good
2756,107348,128,3.5,Anchorman 2: The Legend Continues (2013),Comedy,silly,good
2757,107348,128,3.5,Anchorman 2: The Legend Continues (2013),Comedy,news,good
2758,107348,128,3.5,Anchorman 2: The Legend Continues (2013),Comedy,cnn,good
2759,107406,128,1.5,Snowpiercer (2013),Action|Drama|Sci-Fi,trains,poor
2760,107406,128,1.5,Snowpiercer (2013),Action|Drama|Sci-Fi,train,poor
2761,107406,128,1.5,Snowpiercer (2013),Action|Drama|Sci-Fi,post-apocalyptic,poor
2762,107406,128,1.5,Snowpiercer (2013),Action|Drama|Sci-Fi,poor plot,poor
2763,107406,128,1.5,Snowpiercer (2013),Action|Drama|Sci-Fi,illogical,poor
2764,107406,128,1.5,Snowpiercer (2013),Action|Drama|Sci-Fi,dystopia,poor
2765,108190,128,2.5,Divergent (2014),Adventure|Romance|Sci-Fi|IMAX,post-apocalypse,one time watch
2766,108190,128,2.5,Divergent (2014),Adventure|Romance|Sci-Fi|IMAX,new society,one time watch
2767,108190,128,2.5,Divergent (2014),Adventure|Romance|Sci-Fi|IMAX,dystopia,one time watch
2768,108945,128,2,RoboCop (2014),Action|Crime|Sci-Fi|IMAX,science fiction,one time watch
2769,108945,128,2,RoboCop (2014),Action|Crime|Sci-Fi|IMAX,robots,one time watch
2770,108945,128,2,RoboCop (2014),Action|Crime|Sci-Fi|IMAX,remake,one time watch
2771,108945,128,2,RoboCop (2014),Action|Crime|Sci-Fi|IMAX,police,one time watch
2772,108945,128,2,RoboCop (2014),Action|Crime|Sci-Fi|IMAX,corporation,one time watch
2773,108945,128,2,RoboCop (2014),Action|Crime|Sci-Fi|IMAX,conglomerate,one time watch
2774,109374,128,5,Grand Budapest Hotel, The (2014),war,excellent
2775,109374,128,5,Grand Budapest Hotel, The (2014),stylized,excellent
2776,109374,128,5,Grand Budapest Hotel, The (2014),quirky,excellent
2777,109374,128,5,Grand Budapest Hotel, The (2014),prison,excellent
2778,109374,128,5,Grand Budapest Hotel, The (2014),on the run,excellent
2779,109374,128,5,Grand Budapest Hotel, The (2014),murder,excellent
2780,109374,128,5,Grand Budapest Hotel, The (2014),last will,excellent
2781,109374,128,5,Grand Budapest Hotel, The (2014),inheritance,excellent
2782,109374,128,5,Grand Budapest Hotel, The (2014),hotel,excellent
2783,109374,128,5,Grand Budapest Hotel, The (2014),europe,excellent
2784,109374,128,5,Grand Budapest Hotel, The (2014),eastern europe,excellent
2785,109374,128,5,Grand Budapest Hotel, The (2014),concierge,excellent
2786,109487,128,4,Interstellar (2014),Sci-Fi|IMAX,time-travel,excellent
2787,109487,128,4,Interstellar (2014),Sci-Fi|IMAX,time travel,excellent
2788,109487,128,4,Interstellar (2014),Sci-Fi|IMAX,space travel,excellent
2789,109487,128,4,Interstellar (2014),Sci-Fi|IMAX,space exploration,excellent
2790,109487,128,4,Interstellar (2014),Sci-Fi|IMAX,space,excellent
2791,109487,128,4,Interstellar (2014),Sci-Fi|IMAX,sci-fi,excellent
2792,109487,128,4,Interstellar (2014),Sci-Fi|IMAX,expedition,excellent
2793,109487,128,4,Interstellar (2014),Sci-Fi|IMAX,end of the world,excellent
2794,110407,128,3,Machine, The (2013),robot,good
2795,110407,128,3,Machine, The (2013),research,good
2796,110407,128,3,Machine, The (2013),experiment,good
2797,110407,128,3,Machine, The (2013),dark,good
2798,110407,128,3,Machine, The (2013),artificial intelligence,good
2799,110730,128,3,Transcendence (2014),Drama|Sci-Fi|IMAX,uprising,good
2800,110730,128,3,Transcendence (2014),Drama|Sci-Fi|IMAX,terrorism,good
2801,110730,128,3,Transcendence (2014),Drama|Sci-Fi|IMAX,scientists,good
2802,110730,128,3,Transcendence (2014),Drama|Sci-Fi|IMAX,ridiculous,good
2803,110730,128,3,Transcendence (2014),Drama|Sci-Fi|IMAX,research,good
2804,110730,128,3,Transcendence (2014),Drama|Sci-Fi|IMAX,network,good
2805,110730,128,3,Transcendence (2014),Drama|Sci-Fi|IMAX,nanobots,good
2806,110730,128,3,Transcendence (2014),Drama|Sci-Fi|IMAX,nano-technology,good
2807,110730,128,3,Transcendence (2014),Drama|Sci-Fi|IMAX,love,good
2808,110730,128,3,Transcendence (2014),Drama|Sci-Fi|IMAX,loss,good
2809,110730,128,3,Transcendence (2014),Drama|Sci-Fi|IMAX,invasion,good
2810,110730,128,3,Transcendence (2014),Drama|Sci-Fi|IMAX,internet,good
2811,110730,128,3,Transcendence (2014),Drama|Sci-Fi|IMAX,death,good
2812,110730,128,3,Transcendence (2014),Drama|Sci-Fi|IMAX,computers,good
2813,110730,128,3,Transcendence (2014),Drama|Sci-Fi|IMAX,artificial intelligence,good
2814,110809,128,3,Vampire Academy (2014),Action|Comedy|Fantasy,vampires,good
2815,110809,128,3,Vampire Academy (2014),Action|Comedy|Fantasy,high school,good
2816,110809,128,3,Vampire Academy (2014),Action|Comedy|Fantasy,bad acting,good
2817,111113,128,3,Neighbors (2014),Comedy,well cast,good
2818,111113,128,3,Neighbors (2014),Comedy,simple,good
2819,111113,128,3,Neighbors (2014),Comedy,fraternity,good
2820,111113,128,3,Neighbors (2014),Comedy,crude,good
2821,111113,128,3,Neighbors (2014),Comedy,college,good
2822,111759,128,2.5,Edge of Tomorrow (2014),Action|Sci-Fi|IMAX,war,one time watch
2823,111759,128,2.5,Edge of Tomorrow (2014),Action|Sci-Fi|IMAX,time travel,one time watch
2824,111759,128,2.5,Edge of Tomorrow (2014),Action|Sci-Fi|IMAX,time loop,one time watch
2825,111759,128,2.5,Edge of Tomorrow (2014),Action|Sci-Fi|IMAX,reluctant hero,one time watch
2826,111759,128,2.5,Edge of Tomorrow (2014),Action|Sci-Fi|IMAX,invasion,one time watch
2827,111759,128,2.5,Edge of Tomorrow (2014),Action|Sci-Fi|IMAX,future,one time watch
2828,111759,128,2.5,Edge of Tomorrow (2014),Action|Sci-Fi|IMAX,exosuit,one time watch
2829,111759,128,2.5,Edge of Tomorrow (2014),Action|Sci-Fi|IMAX,exoskeleton,one time watch
2830,111759,128,2.5,Edge of Tomorrow (2014),Action|Sci-Fi|IMAX,aliens,one time watch
2831,111759,128,2.5,Edge of Tomorrow (2014),Action|Sci-Fi|IMAX,alien invasion,one time watch
2832,111759,128,2.5,Edge of Tomorrow (2014),Action|Sci-Fi|IMAX,action,one time watch
2833,113345,128,1.5,Jupiter Ascending (2015),Action|Adventure|Sci-Fi,sci-fi,poor
2834,113345,128,1.5,Jupiter Ascending (2015),Action|Adventure|Sci-Fi,royalty,poor
2835,113345,128,1.5,Jupiter Ascending (2015),Action|Adventure|Sci-Fi,oligarchy,poor
2836,113345,128,1.5,Jupiter Ascending (2015),Action|Adventure|Sci-Fi,Jupiter,poor
2837,113345,128,1.5,Jupiter Ascending (2015),Action|Adventure|Sci-Fi,industry,poor
2838,113345,128,1.5,Jupiter Ascending (2015),Action|Adventure|Sci-Fi,dynasty,poor
2839,113741,128,4.5,Coherence (2013),Drama|Mystery|Sci-Fi|Thriller,parallel universe,excellent
2840,113741,128,4.5,Coherence (2013),Drama|Mystery|Sci-Fi|Thriller,mystery,excellent
2841,114180,128,2.5,Maze Runner, The (2014),virus,one time watch
2842,114180,128,2.5,Maze Runner, The (2014),robots,one time watch
2843,114180,128,2.5,Maze Runner, The (2014),new society,one time watch
2844,114180,128,2.5,Maze Runner, The (2014),mystery,one time watch
2845,114180,128,2.5,Maze Runner, The (2014),maze,one time watch
2846,114180,128,2.5,Maze Runner, The (2014),kids,one time watch
2847,114180,128,2.5,Maze Runner, The (2014),experiment,one time watch
2848,114180,128,2.5,Maze Runner, The (2014),escape,one time watch
2849,114180,128,2.5,Maze Runner, The (2014),amnesia,one time watch
2850,114601,128,4,This Is Where I Leave You (2014),Comedy|Drama,siblings,excellent
2851,114601,128,4,This Is Where I Leave You (2014),Comedy|Drama,love,excellent
2852,114601,128,4,This Is Where I Leave You (2014),Comedy|Drama,funeral,excellent
2853,114601,128,4,This Is Where I Leave You (2014),Comedy|Drama,family,excellent
2854,114601,128,4,This Is Where I Leave You (2014),Comedy|Drama,cheating,excellent
2855,114601,128,4,This Is Where I Leave You (2014),Comedy|Drama,bittersweet,excellent
2856,114935,128,4,Predestination (2014),Action|Mystery|Sci-Fi|Thriller,twist ending,excellent
2857,114935,128,4,Predestination (2014),Action|Mystery|Sci-Fi|Thriller,time travel,excellent
2858,114935,128,4,Predestination (2014),Action|Mystery|Sci-Fi|Thriller,science fiction,excellent
